"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","906.37","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1271.041","GWh","Normal","20210630","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","791.909","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","29.65","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","98.111","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","57.059","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","99.274","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","13.369","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8078.821878","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1067.03733","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2559.5561","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","46.203137","GWh","Normal","20210630","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","974.031592","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1333.801176","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","916.418847","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","852.685","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","31.6462","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","1.063541","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","152.568226","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","95.889919","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jan-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","47.92081","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7878.911","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1788.826","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2296.889","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","293.922","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1239.585","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1094.096","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","741.459","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","33.29","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","218.722","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","49.948","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","102.171","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Dec-2020","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","20.003","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7479.401","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2990.349","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1085.43","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","27.772","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","437.043","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1913.991","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","663.299","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","33.461","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","184.918","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","47.018","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","69.992","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Nov-2020","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","26.128","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","10243.994","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3174.153","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1916.581","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","6.604","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","154.474","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1145.326","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2851.04","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","714.583","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","40.555","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","134.082","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","60.641","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","22.135","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Oct-2020","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","23.82","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","13103.30035","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4871.459453","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2282.847425","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","71.702078","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","762.420111","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1324.131278","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2804.558366","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","677.89","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","46.6614","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","11.90246","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","175.09473","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","12.8873","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Sep-2020","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","61.745746","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Aug-2020","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","14629.7","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Aug-2020","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","5469.55","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Aug-2020","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2530","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Aug-2020","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","97.76","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
